이름,견종,세부견종,색상,출생연도,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소
산둥,푸들,푸들,White,2021.08,7.16,https://cafethumb.pstatic.net/MjAyMjA4MDhfNTMg/MDAxNjU5OTU3MDg1NjYy.uxkNrutB0PfllawHHYgMk9mgJFtBUZjFCau7Jye82G0g.Y0EhUA5VHE6s4ns6ZSt1atz8V87zvlA68AFKywCtkckg.JPEG/P1010079.JPG?type=f200_200,Y,M,U,완전 애기애기 느낌의 활발 산만 애교 만땅 푸들 산둥이예요~  구조당시 바야바라고 생각될 정도로 긴 털은 엉망진창 얼굴을 뒤덮고 심하게 오염되어 있었습니다.  위생미용을 하고 나니 앳되고 마른 몸을 지녔음을 알 수있었죠.  다른 강아지들에게 마킹도 하고 우다다다~ 뛰어다니며 맘껏 어린 강아지 티를 내고 있습니다.  분리불안으로 하울링이 있어요.  소음이나 방음이 잘되지 않는 환경을 지녔다면 적합하지 않습니다.  공격성이 없고 순하기 때문에 어린 자녀가 있는 가정 또는 처음 반려견을 맞이하는 가정 등 어느 가정에도 적합합니다.  물론 다른 강아지가 있는 다견가정도 좋아요. (다만 2마리 이상의 다견 가정인 경우 신중하게 고민해주세요.  기존 강아지가 스트레스로 갑작스런 이상행동이나 분리불안등이 심해질 수있습니다. 또한 기존 강아지 성격이 다른 강아지들에게 친화적인 사회성 좋은 강아지인지도 확인해 주세요.)   패드배변도 잘하는 편이지만 가끔씩 실수도 합니다. 마킹이 살짝 있어요. :)  흰색 가슴 털과 흰 덧신을 곱게 신은 사랑스러운 산둥이의 평생가족을 기다립니다.,서울특별시 마포구
순대,믹스,테리어,Unknown,2021.08,7.16,https://cafethumb.pstatic.net/MjAyMjA4MDNfMjI0/MDAxNjU5NDg5OTEwODc4.b2qsGFMZu1uRwUDMGEoZE6VXgujJOtkmadDp7cNjFycg.-7oNABDfVFpSLNYDBdd7TyOB8PjUtJWR546ey7UMnKog.JPEG/P1010085.JPG?type=f200_200,Y,M,U,사람을 좋아하고 살짝 겁이 있어 낯을 가리는 순둥 강아지 순대예요~  하지만 곧 안기고 쓰담 쓰담해달라고 애교부려요 ㅎㅎ  테리어 믹스로 털이 삐죽삐죽 쫑긋 선 귀가 멋지고 근사합니다.  웃지 않는 모습과 웃는 모습이 사뭇 다른 순대여요.  애교도 많고 친화적인 친구라서 처음 반려견을 맞이하거나 어린 자녀가 있는 가정도 적합합니다. (공격적인 모습은 없어요~)  아직 어린 친구라서 다른 강아지 친구들한테 마운팅을 하거나 놀자고 들이대요~  활발합니다.  패드배변 훈련중이며 마킹이 있어요. (산책을 자주하고 집에 익숙해지면 마킹은 줄어듭니다.)  털빠짐이 다소 있지만 바닥에 깔리기 때문에 자주 청소를 해주시거나 미용으로 보완하시면 될 것 같아요^^  착하고 순둥순둥한 순대의 평생가족을 기다립니다.,서울특별시 마포구
산돌,말티즈,말티즈,Unknown,2016.08,7.16,https://cafethumb.pstatic.net/MjAyMjA4MDJfMTAz/MDAxNjU5NDI3OTQzOTI0.XKNm15uM2xsI4n27iXEw5uZLMrpy_nIE9OaaxX30AjIg.nBAxn4d_VVf7hbVy1ojx4DbVQSLYZqwnKSUVT2xU8Jcg.JPEG/P1010128.JPG?type=f200_200,Y,M,U,,서울특별시 마포구
솔잎,푸들,푸들,Unknown,2019.07,7.16,https://cafethumb.pstatic.net/MjAyMjExMjBfMjUw/MDAxNjY4OTI4NTc4MjUw.MwAiQpxGm_VyjtG848U94J28VKDkyKoS_mUVdBEzx0og.qvc_T85JVylbBhekHPiUdDZGV2RgJ5vf7_7rj9aPVHog.JPEG/KakaoTalk_20221118_175253787_09.jpg?type=f200_200,Y,M,U,,서울특별시 마포구
소담,믹스,"포메라니안, 페키니즈",Unknown,2014.07,7.16,https://cafethumb.pstatic.net/MjAyMjExMjBfOCAg/MDAxNjY4OTI4NjIxMjU1.LPdGsF8Ob1yorCH5e9BpFds9hvJok-my3GEk3li0sN4g.uC0AQEdws8rIbywkF3Hxvz-wRAwdjMXsmhYhqH-wGHsg.JPEG/KakaoTalk_20221118_182730202_23.jpg?type=f200_200,Y,F,U,,서울특별시 마포구
서연지,푸들,푸들,White,2021.07,7.16,https://cafethumb.pstatic.net/MjAyMjA3MThfMTc1/MDAxNjU4MTIyNzgyMTk0.d1oFlsTA6ginLEyUlTNKpHT_WpHMWTpcOOjwqM_E8K0g.zfu-rPWi8He1bxBthFZZlZKiDXIg-TtsnE8WjBw22R8g.JPEG/DSC03286.JPG?type=f200_200,Y,M,U,사람이 좋고 좋고 좋은 사람 바라기 친구 연지예요.  연지는 서꼰지와 함께 서울시 긴급구호조치를 통해 센터로 입소하게 되었습니다.  연지와 꼰지는 한형제라고 하네요.  비숑과 푸들이 섞인 듯 모량이 흡사 비숑같이 촘촘하고 복슬거립니다~  살짝 겁이 있지만 금새 친해지기 쉽고 어린 강아지답게 호기심도 많고 많이 활발해요!  그리고 분리불안도 있습니다.   갇혀진 공간을 너무 힘들어하는 모습이 보이기도 해요.  패드배변 훈련중이고 다른 강아지들과의 사회성 훈련과 반려견으로써   익혀야할 매너들을 열심히 배우고 있어요.  머리에 흰털과 살짝씩 곁눈으로 힐끔 힐끔~ 사람을 관찰하는 모습이 아직 센터에 적응하지 못한 듯 보여요.  싱글가족보다는 여러 식구가 있는 가족이 적합합니다.  공격성이 없어 어린 자녀가 있는 가족도 좋아요.  다만 천방지축 활발한 강아지다보니 어느정도 훈련을 해줄 수 있는 가족이 적합합니다.  사랑스러운 곰인형을 닮은 연지의 평생가족을 기다립니다.,서울특별시 마포구
서꼰지,푸들,푸들,White,2021.07,7.16,https://cafethumb.pstatic.net/MjAyMjA3MThfNTMg/MDAxNjU4MTA5NzgzODE5.jhhEfRYa6Y-fP0W9zrXcOMNTHM44cfs-2UEeKWAwByEg.GBi7eutluR5eivei2MnFy31ET8WINItviW6T5-cMPFMg.JPEG/DSC03380.JPG?type=f200_200,Y,M,U,푸들+비숑이 섞인 듯 테디베어처럼 귀엽고 뽀글뽀글 털이 인상적인 서꼰지예요!  꼰지는 서울시 긴급구호조치를 통해서 서연지와 함께 센터로 입소하였습니다.   사람에게 친화적이며 개구장이인 꼰지는 다른 강아지들과의 사회성을 센터에서 배우고 있어요~  활발하고 어린 강아지답게 천진난만한 모습과 호기심이 많답니다^^  패드배변훈련 진행중이고 살짝 마킹이 있습니다.  분리불안이 있어 싱글가족보다는 다른 가족 구성원이 많은 가정이 적합합니다.  마치 비숑을 보는 듯한 외모에 사랑스러운 커다란 두눈!  발가락에만 흰 덧버선을 신은 앙증맞은 발!  한번보면 너무 귀여워! 라는 소리가 나오지만  살짝 덩치가 크고 활발함을 지닌 친구이기에 어느정도 반려동물에 대한 이해와   훈련을 해주실 수 있는 가족이 좋을 듯합니다.  공격성은 없어서 어린 자녀가 있는 가족도 좋아요^^  뛰어 넘기도 잘하고 애교 만점인 꼰지의 평생가족을 기다립니다.,서울특별시 마포구
뽀또,말티즈,말티즈,Unknown,2018.07,7.16,https://cafethumb.pstatic.net/MjAyMjA3MThfMjA3/MDAxNjU4MTI4MDU3NTAw.Js6fSZabmDQsmm297nd5ertna7vD7OcIuyzfCmuuwKwg.6BBtZZ79du5zjdy2v2o62Xpy8KU0wmBO_hSn8ygGx8wg.JPEG/DSC03683.JPG?type=f200_200,Y,M,U,나는 귀염움의 대명사 뽀또라구! 라며 당차게 하기 싫은 것은 안하는 친구예요!  작고 귀여운 뽀또지만 구조당시 호흡기 감염 외이염과 귓병이 심해 귀에서 가득 고름이 흘러내렸습니다.  피부 역시 세균성 피부병이 심했습니다..  눈 밑 폴립이 있어 제거 후 조직검사를 의뢰 결과는 양성으로 크게 문제 없습니다.^^  꾸준히 약물치료와 약욕치료를 병행하며 피부와 귀는 많이 좋아졌으나 당분간 집중적으로 치료해야 됩니다.  호흡기 치료는 현재 완료되었습니다.  먹는 것을 매우 좋아해서 누워있다가도 간식을 주면 재빨리 다가와 가로채는 뽀또 :)  분리불안도 있고 요구성 짖음으로 찡찡대기도 하고 살짝 목소리가 큰 편이예요 :)  평상시에는 누워서 휴식을 취하는 것을 즐기는 친구랍니다.  패드배변 훈련중이며 다른 강아지들을 좋아하지는 않아요  (크게 문제는 없습니다.)  싫어하는 행동을 하려고 하면 (양치) 싫다고 표현도 합니다.  외동티가 나는 딱 말티즈예요~^^  가족과 헤어짐과 센터의 낯선 환경에 아직 적응이 안된 모습이 보여요.  우울한 표정이 많습니다.  입양 후 관리가 필요한 친구인 만큼 반려견과 함께 할 시간이 넉넉한 가족이 적합합니다.  너무 어린 자녀가 있는 가정보다는 중고등 이상의 자녀 또는 성인으로 구성된 가족이 좋아요.  처음 반려견을 맞이하지만 충분히 반려견에 대한 이해와 학습이 선행되었다면 괜찮아요.  웃음을 잃어버린 뽀또에게 다시 웃음을 만들어주실 평생가족을 기다립니다.,서울특별시 마포구
복길,치와와,치와와,Unknown,2016.07,7.16,https://cafethumb.pstatic.net/MjAyMjA3MDRfMTMw/MDAxNjU2OTM0NTU5MjAy.g_rxCfiZiZY28wv_zsrTh4_SDFVzky5dxOvQeSQ87j0g.Cr_7-VqyLoGLyjVvl7Xz0bHSvHRUaSFkAP62O66m8c8g.JPEG/P1010122.JPG?type=f200_200,Y,M,U,차분하고 겁 많은 작은 치와와 복길이예요.  겁이 다소 있어서 낯선 사람 낯선 공간에서는 활발함을 보기 어려워요.  하지만 익숙해지면 작은 소리로 찡찡대며 여기 있다고 나도 나도~하면서 얘기한답니다.  먹는 것을 매우 좋아해서 살짝 똥똥해요.  산책과 식이조절을 통해서 관리해주시면 좋을 듯합니다.  공격성도 없고 워낙 얌전한 친구라서 처음 반려견을 맞이하거나  어린 자녀가 있는 가정 등 어느가족과도 잘 지낼 것 같습니다^^  부정교합으로 치열 등 좋지 않지만 먹는데는 문제 없어요.  패드배변 완벽하고 다른 강아지들과도 문제없이 지냅니다. (관심이 없습니다.)  워낙 작은 친구라서 다견가정에도 좋아요.  다만 다른 강아지에게 공격적이거나 겁이 많은 복길이가 무서워 할 큰 강아지는 안돼요!  털빠짐이 다소 많은 견종 특성상 털에 예민하거나 알러지 천식 아토피 등 병력이 있는 가족이라면  입양전 병원진료를 통해 입양준비를 해주세요.  작고 귀여운 깜찍한 복길이의 평생가족을 기다립니다.,서울특별시 마포구
베리,푸들,푸들,Unknown,2020.07,7.16,https://cafethumb.pstatic.net/MjAyMjA3MThfMTM0/MDAxNjU4MTI0MDIyODg4.g_3q0GKoiFWLrNAMCUtdXvoan4MwMtq56yV2OEVyvRAg.G1oR_RrI5o2_eNOGDtOY1XVkXpcvOV5C-RShetfzjdkg.JPEG/DSC03458.JPG?type=f200_200,Y,M,U,천진난만 그저 사람이 좋은 개구장이 베리예요!  베리는 야산에 유기된 건지 유실후 찾지 않은건지 한여름 온 몸에 진드기를 잔뜩 물려서 매우 마른 몸으로 구조되었습니다.  서울시 유기동물 위탁보호소에서 구조당시 너무 많이 말라있었으며 공고기간동안 살이 찌고 있다고 했어요.  예쁘게 미용도 되어있었지만 심하게 엉킨 털 속에 진드기부터 풀잎 나뭇가지 등 여러 이물질을 잔뜩 머금고  활기차게 웃고 있던 아이였습니다.  진드기 구충부터 중성화 수술까지  예쁘게 엉킨 털도 꼼꼼하게 정리하고 빗질을 하는 동안   무는 행동 등 공격적인 행동도 없었어요.  다만 패드배변 훈련이라던지 다른 강아지들과의 사회성 등은 잘 모릅니다.  패드배변 훈련중이고 다른 강아지들에게 너무 들이대서 혼날때도 있어요  마운팅도 잘하고 다소 마킹도 있습니다.  어린 강아지시절 배워야할 여러 훈련도 잘 받지 못하고 많이 맞았는지   큰소리나니 구석으로 숨거나 움츠리는 동작이 관찰됩니다.  사람에 대한 애정과 친화도가 높은 푸들인만큼  분리불안도 있어요.  잘 배우지 못한 어린 강아지 베리에게 반려견으로써 익혀야 할 매너를   가르치며 사랑으로 보살펴 주실 평생가족을 기다립니다.,서울특별시 마포구
명호,포메라니안,포메라니안,Unknown,2017.06,7.16,https://cafethumb.pstatic.net/MjAyMjA2MjNfMjI5/MDAxNjU1OTU5Mjc0MTUx.2WpGDVMAvPSPlzmUwaqcKOd-ecT3Tx6a5pHIsQ7MCxQg.6FEH5vwpaCwOOWcS_SLfG0cQvdzTcXP05rfk2guec8Qg.JPEG/P1010315.JPG?type=f200_200,Y,M,U,먹는 것도 좋아!  사람도 좋아! 뭐든 좋아 좋아~!!!!  흥이 많은 털북숭이 강아지 명호예요^^  순하고 활발한 명호는 매우 밝은 미소를 지닌 친구예요.  공격성이 없어 어린 자녀가 있거나 반려견을 처음 맞이하는 가족에게도 적합해요.  패드배변 훈련중이며 (어느정도 패드를 인지하고 해요~^^)  수컷이다보니 약간 마킹이 있습니다.ㅎㅎ (마킹의 경우 집에 적응이 되고 안정되면 줄어듭니다. 또한 산책을 자주 해 주신다면 좋습니다.)  털빠짐이 매우 심한 견종 특성상 털에 예민하거나 알러지 비염 아토피 천식 등 병력이 있는 가족의 경우 병원 진료를 통해 입양준비를 해주세요.  애교가 상당히 많은 아이입니다. 집안에 활기를 넣어줄 친구죠. :)  다른 강아지 친구들과도 잘 지내기때문에 다견 가정도 좋아요! (2마리 이상의 다견 가정의 경우 입양이 어렵습니다.)  약간 분리불안이 있지만 짖음 등 크게 없어요.  귀여운 명호의 평생가족을 기다립니다.,서울특별시
명순,믹스,보스턴테리어,Unknown,2020.06,7.16,https://cafethumb.pstatic.net/MjAyMjA2MTZfMTYx/MDAxNjU1MzcwOTE1OTU2.PBkYLpvbntnpGVLCM9jwLPgPR7QcJiZOGeMJ4xdJbqcg.eBvcVlWgZ_bUMpyj-2lLihJR74RawAKnAsRSlBVzRykg.JPEG/P1010181.JPG?type=f200_200,Y,F,U,사람을 좋아하고 활발한 귀여운 친구 명순이예요!  어린 나이답게 호기심도 많고 궁금한 것도 많은 명순이는 강아지 친구도 좋고 사람도 좋아합니다.  짖음이나 분리불안도 거의 없어요^^  다만 보스턴테리어 견종답게 흥분도가 있어 좋다고 흥이나면 와다다 합니다. :)  살짝 겁이 있고 발라당하며 배를 잘 보여주는 착한 명순!  털빠짐이 다소 있습니다.  털에 예민하거나 알러지 천식 비염 아토피 등 병력이 있는 가족이라면 입양전 알러지 검사 또는 병원 진료를 통해 입원 준비를 해주세요.  패드배변을 완벽하지는 않지만 어느정도 잘 가려요!  훈련중에 있습니다~^^  공격성이나 입질 등이 없기 때문에 어린 자녀가 있는 가정 또는   처음 반려견을 맞이하는 가정 등 어느가족과도 잘 어울려요!  똥그란 두눈으로 와락 안겨 발라당 애교를 부리는 사랑스러운 명순이의 평생 가족을 기다립니다.,서울특별시
모노,말티즈,말티즈,Unknown,2017.06,7.16,https://cafethumb.pstatic.net/MjAyMjA2MTJfODcg/MDAxNjU1MDIyOTc2MDgx.NiBbLJrilswQMD1MIEl0WI8lw9xF9XbKUy_59OHyCIUg.1SpmGb6KH0Z-Tdj0ffCwavDCGzaBoBTaocKnhCPWPyMg.JPEG/P1010026.JPG?type=f200_200,Y,M,U,사람을 좋아하는 애교많은 강아지 모노예요~  먹는 것을 너무 너무 좋아하는 모노는 성격이 쪼금 급한 편이예요^^  간식을 먹기위해 고군분투하는 친구죠ㅎㅎ  작디 작은 모노는 슬개골탈구가 있어 장시간 산책보다는 자주 산책을 해서  근육을 만들어 관리해주시는게 좋습니다.  ※ 바닥을 미끄럽지 않게 패드나 매트를 깔고 높은 곳에서 뛰어내리지 않게 계단 등을 놔 주세요. (슬개골 탈구로 인해 통증이나 보행의 어려움은 없으나 나이가 들면 문제가 될 수있으므로 신중하게 생각해주세요)  구조당시 햝아서 그런지 네발 모두 심하게 탈색이 되어 있었고 지간염이 매우 심해서 관리중에 있습니다.  착하고 공격성이 없는 친구라서 어린 자녀 또는 처음 반려견을 맞이하는 가족 등   어느 가족과도 적합합니다.  패드배변 완벽하며  다른 강아지들과 문제없이 잘 지냅니다.  사람을 너무 좋아하는 친구라서 찡얼대는 분리불안이 있습니다.  장시간 집을 비우는 싱글가족보다는 여러 식구가 있는 집이 좋을 것 같아요!  커다란 두눈으로 활력 넘치게 종종대는 사랑스러운 모노의 평생가족을 기다립니다.,서울특별시
뮤지,치와와,치와와,Unknown,2019.06,7.16,https://cafethumb.pstatic.net/MjAyMjA2MDdfMjU2/MDAxNjU0NTk2ODgzNzA3.joEsR8mNxrdY6ndCWGGn3jaED8YD2mA8_tG7p8y6Tccg.dB-3mWjbsTrvO0B2hnNCyQpdn-5TvRwS2bEWQHh7eNIg.JPEG/P1010256.JPG?type=f200_200,Y,M,U,순둥 순둥~  야곰 야곰~  하나부터 열까지 순하고 착한 작은 친구 뮤지예요~  뮤지는 입소당시부터 살짝 똥똥했어요~  식이조절과 산책을 통해 체중감량과 근육을 길러주시는게 좋아요~^^  사람을 좋아하고 다른 강아지 친구들도 좋아하는 뮤지랍니다^-^  초단모종으로 털이 매우 많이 빠집니다.  그냥 항시 털이 빠진다고 생각하셔야 돼요 짧고 단단한 털은 옷에 박히는 형태예요.  털빠짐에 예민하거나 알러지 비염 천식 아토피 등 병력사항이 있는 가족이라면  입양전 병원 진료를 통해 입양준비를 해주세요. (특히 어린 자녀가 있는 집이라면 적극 권장드립니다^^)  패드배변 훈련중이며 살집이 있어 킁킁하며 노래불러요.  분리불안과 짖음 공격성이 없는 아이라서  처음 반려견을 맞이하거나 어린 자녀가 있는 가정 등 어느가족과도 적합합니다.  깜찍한 애교둥이 뮤지의 평생 가족을 기다립니다.,서울특별시
